"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:5n934Lu8pAsAHLc155qzck","Mr. Eclectic","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","spotify:album:6lauK4mNENDUMSoekDVDNG","A Matter of Time (Standard Edition)","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","2025-08-24","https://i.scdn.co/image/ab67616d0000b2733feec6fe4d3485af1b1442a5","1","12","155000","https://p.scdn.co/mp3-preview/a4f1ac8c27681720487e4d68d35844afd448dcef?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","QM6N22553537","spotify:user:andreivillaro","2025-09-23T04:38:20Z"
"spotify:track:7JmnZKln57ixfNbRPBdfzo","Clean Air","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","spotify:album:6lauK4mNENDUMSoekDVDNG","A Matter of Time (Standard Edition)","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","2025-08-24","https://i.scdn.co/image/ab67616d0000b2733feec6fe4d3485af1b1442a5","1","13","155200","https://p.scdn.co/mp3-preview/57c1610be95177d7056b71de920cb9b278419e4f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","56","QM6N22553538","spotify:user:andreivillaro","2025-09-23T04:38:20Z"
"spotify:track:0qh8KVqolm6m1rLVjPTlMX","Sabotage","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","spotify:album:6lauK4mNENDUMSoekDVDNG","A Matter of Time (Standard Edition)","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","2025-08-24","https://i.scdn.co/image/ab67616d0000b2733feec6fe4d3485af1b1442a5","1","14","214600","https://p.scdn.co/mp3-preview/41007f17366b365069407fc192d5b0358e432b40?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","QM6N22553539","spotify:user:andreivillaro","2025-09-23T04:38:20Z"
"spotify:track:5mAFfXu5wUJWicmzxjJRKo","Seems Like Old Times - Bonus Track","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","spotify:album:6lauK4mNENDUMSoekDVDNG","A Matter of Time (Standard Edition)","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","2025-08-24","https://i.scdn.co/image/ab67616d0000b2733feec6fe4d3485af1b1442a5","1","15","179133","https://p.scdn.co/mp3-preview/2977f3db1efc87e9c9179fd2ad06d6545799d78b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","QM6N22553556","spotify:user:andreivillaro","2025-09-23T04:38:20Z"
"spotify:track:6QqrxJe1iQxwLY6he6FLFo","Midnight Fiction","spotify:artist:36cgvBn0aadzOijnjjwqMN","ILLIT","spotify:album:6irebIc6UO8fN0jl4UlzBS","SUPER REAL ME","spotify:artist:36cgvBn0aadzOijnjjwqMN","ILLIT","2024-03-25","https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c","1","3","168104","https://p.scdn.co/mp3-preview/b448423bb6a8993791d3576888b2b8bd620878ab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USA2P2413260","spotify:user:andreivillaro","2025-09-23T11:38:25Z"
"spotify:track:2H7euNHOF7uADN6dfsWoZa","Cosmic","spotify:artist:1z4g3DjTBBZKhvAroFlhOM","Red Velvet","spotify:album:5lHtH6O6mCnVx1MNuPPBQK","Cosmic","spotify:artist:1z4g3DjTBBZKhvAroFlhOM","Red Velvet","2024-08-01","https://i.scdn.co/image/ab67616d0000b27333f4f800b259791768d04f40","1","1","225864","https://p.scdn.co/mp3-preview/175d4050e3f5f9be25b3bdf7bc297ae7d8a2f727?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","KRA302400202","spotify:user:andreivillaro","2025-09-23T11:39:27Z"
"spotify:track:1tO6hb9Ym7aTV8hJ31tLjr","oops!","spotify:artist:36cgvBn0aadzOijnjjwqMN","ILLIT","spotify:album:6tcKWEXikmRDB9KufEHvLp","bomb","spotify:artist:36cgvBn0aadzOijnjjwqMN","ILLIT","2025-06-16","https://i.scdn.co/image/ab67616d0000b273f24755716ee6789fa094112c","1","4","161491","https://p.scdn.co/mp3-preview/7664db31b2432869744f2eedc0c0ccb3e6e5d3d7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USA2P2525117","spotify:user:andreivillaro","2025-09-23T11:39:39Z"
"spotify:track:3clPsjTbx4UOPMeQn7FZkV","おつかれSUMMER","spotify:artist:4W9M5MNUsI9uoIfvzND8Fa","HALCALI","spotify:album:34DlUyrOTrblC8MYGPKO7c","ハルカリベーコン","spotify:artist:4W9M5MNUsI9uoIfvzND8Fa","HALCALI","2003-09-03","https://i.scdn.co/image/ab67616d0000b273acf58f591a0627bc06229c3e","1","5","239533","https://p.scdn.co/mp3-preview/9928b9d9daec89182486c6b832de030dcad1499b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","JPFL00301560","spotify:user:andreivillaro","2025-09-23T20:44:39Z"
"spotify:track:4tHxz3rryIwWjZQP2Tk9Kg","MOLLY","spotify:artist:1na8hI8tGXjXRf0U5gX3iX, spotify:artist:65J1DK3zlGc9y8OSJbGYT9","dlb, qwerty_lxd","spotify:album:2lQ09lhhL7FlsbbdO7aITa","BLOODFACE","spotify:artist:1na8hI8tGXjXRf0U5gX3iX","dlb","2023-07-28","https://i.scdn.co/image/ab67616d0000b27319a5e0eaa50edc3c322292e8","1","8","124412","https://p.scdn.co/mp3-preview/53a987dcf7d59da2aa64344162e5a6c48946f595?cid=9950ac751e34487dbbe027c4fd7f8e99","true","10","DGA052384978","spotify:user:andreivillaro","2025-09-28T06:33:22Z"
"spotify:track:7mf6EqBXVrFZrV5sheEo35","hot topic","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz","bbno$","spotify:album:3FduwcNtEgOuz0tFjMui5U","hot topic","spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz","bbno$","2025-09-02","https://i.scdn.co/image/ab67616d0000b273be606f8af5b3993b82cc185d","1","1","115179","https://p.scdn.co/mp3-preview/228d20f3385167683502ce579c11b90215c30c78?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","CA5KR2546652","spotify:user:andreivillaro","2025-09-28T21:39:43Z"
"spotify:track:0oBp2PfH2mZwIBkRNYLlEj","ALLOW ME!","spotify:artist:79NIVAOefeJgwo0QIIZ9t2","ZØMB","spotify:album:2SIwmDiZUi0q2wRvURj0Ns","ALLOW ME!","spotify:artist:79NIVAOefeJgwo0QIIZ9t2","ZØMB","2025-09-29","https://i.scdn.co/image/ab67616d0000b2733b9f095e36c39ad0b2459175","1","1","128959","https://p.scdn.co/mp3-preview/a69094ef99a4a5fc62c6d5c58caef12eff9b1982?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","CA5KR2593007","spotify:user:andreivillaro","2025-09-29T00:33:13Z"
"spotify:track:6laUIsJKwTQMXAAEKnCwES","GALA","spotify:artist:0LOK81e9H5lr61HlGGHqwA","XG","spotify:album:3NRRlw17pH8AinthjFc2MT","GALA","spotify:artist:0LOK81e9H5lr61HlGGHqwA","XG","2025-09-19","https://i.scdn.co/image/ab67616d0000b27344696ed84ce7a2ce52130b16","1","1","227175","https://p.scdn.co/mp3-preview/02bd397a85d17c7677d4fd910a2511b05c7ebae6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","JPB602502960","spotify:user:andreivillaro","2025-09-29T19:56:08Z"
"spotify:track:6OWWZtNQORY1McaZmOrwhc","GO!","spotify:artist:1ebt9HnXdyYA6KgLXr1n4P","CORTIS","spotify:album:2yMfaynthtWVAkJ5A3Kwrf","COLOR OUTSIDE THE LINES","spotify:artist:1ebt9HnXdyYA6KgLXr1n4P","CORTIS","2025-09-08","https://i.scdn.co/image/ab67616d0000b2734b56a34b0c2b3798fd46f855","1","1","170880","https://p.scdn.co/mp3-preview/d06c2abbf6ffee212f6469946b37f1cd2338aa49?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","USA2P2536188","spotify:user:andreivillaro","2025-09-29T20:02:09Z"
"spotify:track:3ixFouonAtRdwg4FiVN9z9","AntiSystem's (feat. Ado)","spotify:artist:0XDvcwWavm2VcdiXwDKgvB, spotify:artist:6mEQK9m2krja6X1cfsAjfl","jon-YAKITORY, Ado","spotify:album:5rLvwX10c9pwbRqzoqenCC","AntiSystem's","spotify:artist:0XDvcwWavm2VcdiXwDKgvB","jon-YAKITORY","2021-07-16","https://i.scdn.co/image/ab67616d0000b273f445629b89f3c839009b2c17","1","1","211683","https://p.scdn.co/mp3-preview/fa724a50cd4ad3d9b218101082bb821e397fe4e4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","TCJPP2115333","spotify:user:andreivillaro","2025-10-09T04:36:27Z"
"spotify:track:1tI8Ubt5VEMWDoGL08pomF","Come Over","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","spotify:album:0ki891OZvsxIuBYHn4PPLo","Come Over (Remixes)","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","2025-03-31","https://i.scdn.co/image/ab67616d0000b273377b7da7e7914a636463d723","1","1","137178","https://p.scdn.co/mp3-preview/22c93e06de5bc98c4df40c9cdbecb6093ff8c0a3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","USA2P2507989","spotify:user:andreivillaro","2025-10-01T03:34:42Z"
"spotify:track:5o4U0weUIAXolji4sEAnjI","Ash","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","spotify:album:3lyRrGhXCCMbt4jVO9Wur2","HOT","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","2025-03-14","https://i.scdn.co/image/ab67616d0000b2730b773ce2fa132ca7db2c320c","1","4","197853","https://p.scdn.co/mp3-preview/205847f31c4e8e911d04f3e9b7a95e57370236f5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USA2P2507990","spotify:user:andreivillaro","2025-10-01T03:35:23Z"
"spotify:track:1Hw8WhXlRjfUFDMykf92gA","So Cynical (Badum)","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","spotify:album:3lyRrGhXCCMbt4jVO9Wur2","HOT","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","2025-03-14","https://i.scdn.co/image/ab67616d0000b2730b773ce2fa132ca7db2c320c","1","5","155488","https://p.scdn.co/mp3-preview/dc5c10adf97b0f1e2aabebf3e930b05c717e7ab2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USA2P2507991","spotify:user:andreivillaro","2025-10-01T03:35:29Z"
"spotify:track:31UtyhPu6vu9LJBzoygDiQ","IYKYK (If You Know You Know)","spotify:artist:36cgvBn0aadzOijnjjwqMN","ILLIT","spotify:album:7CBwpeVQ27cWwyEYjByVH1","I'LL LIKE YOU","spotify:artist:36cgvBn0aadzOijnjjwqMN","ILLIT","2024-10-21","https://i.scdn.co/image/ab67616d0000b273fc2fffae3025fbc540b98f34","1","3","144094","https://p.scdn.co/mp3-preview/efc65edf582712282122047ff8886f6d50b0a31c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USA2P2458810","spotify:user:andreivillaro","2025-10-01T03:36:04Z"
"spotify:track:2Ma06hJq6z7H37DO8yA7C3","The Story of the Wind and I","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:24k3zcHZ7dcOOkLiDinQJ3","The Story of the Wind and I","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2025-09-25","https://i.scdn.co/image/ab67616d0000b2737bca4a7c1c9fff5032c8724a","1","1","348367","","false","60","JPPO02503125","spotify:user:andreivillaro","2025-10-01T03:38:30Z"
"spotify:track:3c0CJ0DBgsGZ7I79lyx02Z","Like Ooh-Ahh","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:72WWZVAx6GtSbEeGESwDLo","The Story Begins","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2015-10-20","https://i.scdn.co/image/ab67616d0000b273ce17f432c79c5e45ce88688f","1","1","215080","https://p.scdn.co/mp3-preview/43fe78570e883416604420943fb0ea210bf3de7f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","US5TA1500093","spotify:user:andreivillaro","2025-10-01T03:38:53Z"
"spotify:track:1qN62P5nl5mQTEBQnoZPb2","Truth","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:72WWZVAx6GtSbEeGESwDLo","The Story Begins","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2015-10-20","https://i.scdn.co/image/ab67616d0000b273ce17f432c79c5e45ce88688f","1","4","213893","https://p.scdn.co/mp3-preview/86cb0e700e0d0136655d48b82c252c8964036fe8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","US5TA1500096","spotify:user:andreivillaro","2025-10-01T03:39:40Z"
"spotify:track:24v5kLGH1orEX6kAFgAbA3","Candy Boy","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:72WWZVAx6GtSbEeGESwDLo","The Story Begins","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2015-10-20","https://i.scdn.co/image/ab67616d0000b273ce17f432c79c5e45ce88688f","1","5","166053","https://p.scdn.co/mp3-preview/012fce52e6d7847c54d6906a8f717a01ccd52494?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","US5TA1500097","spotify:user:andreivillaro","2025-10-01T03:39:47Z"
"spotify:track:7phEa67BIqrBSBwHrECeqr","Like A Fool","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:72WWZVAx6GtSbEeGESwDLo","The Story Begins","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2015-10-20","https://i.scdn.co/image/ab67616d0000b273ce17f432c79c5e45ce88688f","1","6","214453","https://p.scdn.co/mp3-preview/83530f037eef89b3d99006564df5e69b7dd8fc21?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","US5TA1500098","spotify:user:andreivillaro","2025-10-01T03:39:58Z"
"spotify:track:3TRi1libbp5FZqLauR04M6","Going Crazy","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:72WWZVAx6GtSbEeGESwDLo","The Story Begins","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2015-10-20","https://i.scdn.co/image/ab67616d0000b273ce17f432c79c5e45ce88688f","1","3","181493","https://p.scdn.co/mp3-preview/9d312013c2fb90214bbc517b25987fd0ab22c437?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","US5TA1500095","spotify:user:andreivillaro","2025-10-01T03:40:25Z"
"spotify:track:2hOLXSlqiVH3im0oCPoMa5","TWICE SONG","spotify:artist:5L0CGjfiKMqfxQjMQlfInk","POOKIELUV","spotify:album:0stkkSVY2GMI8mrzj1pPRA","TWICE SONG","spotify:artist:5L0CGjfiKMqfxQjMQlfInk","POOKIELUV","2025-08-06","https://i.scdn.co/image/ab67616d0000b273a647d5980d6a46aab1e077dc","1","1","120209","https://p.scdn.co/mp3-preview/d9ae4ff7936d6271b734bf845426afa1565433b8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","QZNJY2526715","spotify:user:andreivillaro","2025-10-01T11:37:53Z"
"spotify:track:37YoRLUu1qId0ewavgvnkG","Blue Flame","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","spotify:album:4Mc7WwYH41hgUWeKX25Sot","FEARLESS","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","2022-05-02","https://i.scdn.co/image/ab67616d0000b273ea40d88f11d5e4362ac809ce","1","3","201894","https://p.scdn.co/mp3-preview/119e4ad0dc6a8aee4b2b143bcafff28051240ffc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USA2P2219220","spotify:user:andreivillaro","2025-10-01T12:02:12Z"
"spotify:track:61Go3FTDYWfYCIOocJebUm","Kura Kura","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","spotify:album:3OvV8YeT8557GIGzDtEoen","Kura Kura","spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","2023-10-04","https://i.scdn.co/image/ab67616d0000b2733078277dccc526cca9bacbe5","1","1","191105","","false","53","JPPO02303099","spotify:user:andreivillaro","2025-10-01T22:05:22Z"
"spotify:track:43iIQbw5hx986dUEZbr3eN","From The Start","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","spotify:album:1rpCHilZQkw84A3Y9czvMO","Bewitched","spotify:artist:7gW0r5CkdEUMm42w9XpyZO","Laufey","2023-09-08","https://i.scdn.co/image/ab67616d0000b27374c732f8aa0e0ccbb3d17d96","1","10","169573","https://p.scdn.co/mp3-preview/3cdcd256d89b8634adc47aebbcf6db256e3b9978?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","QMDA62312093","spotify:user:andreivillaro","2025-10-02T11:36:07Z"
"spotify:track:296nXCOv97WJNRWzIBQnoj","FEARLESS","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","spotify:album:4Mc7WwYH41hgUWeKX25Sot","FEARLESS","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","2022-05-02","https://i.scdn.co/image/ab67616d0000b273ea40d88f11d5e4362ac809ce","1","2","168437","https://p.scdn.co/mp3-preview/1e0dc07da342ddc36d04c12fcb5e20bc96f86f51?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USA2P2219222","spotify:user:andreivillaro","2025-10-02T11:36:21Z"
"spotify:track:2f6zWSxl4rNga3oyjhbXHF","PRICELESS","spotify:artist:79NIVAOefeJgwo0QIIZ9t2","ZØMB","spotify:album:7pUApfhuRrhHucI50lLTnL","PRICELESS","spotify:artist:79NIVAOefeJgwo0QIIZ9t2","ZØMB","2025-10-03","https://i.scdn.co/image/ab67616d0000b273f7ef94940f71bd01ea896bba","1","1","106465","https://p.scdn.co/mp3-preview/663fee3f580f15b5b6ce5bca28fdf0242117691d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","CA5KR2593548","spotify:user:andreivillaro","2025-10-03T16:06:12Z"
"spotify:track:4MOfm19a8JZvAEfcWJLGXV","化けの花 (feat. 宵崎奏&朝比奈まふゆ&東雲絵名&暁山瑞希&KAITO)","spotify:artist:1VMXuPyhNldYomz8ojLKP7","25時、ナイトコードで。","spotify:album:1s8evYyLLN2BCbPLCNUekC","エンパープル/化けの花","spotify:artist:1VMXuPyhNldYomz8ojLKP7","25時、ナイトコードで。","2025-04-16","https://i.scdn.co/image/ab67616d0000b2733c340cb5f99c42267289f43f","1","2","119100","https://p.scdn.co/mp3-preview/6f18936735f6e2bf892f123d59bd4ad8603370e2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","JPX302472900","spotify:user:andreivillaro","2025-10-07T04:33:37Z"
"spotify:track:37ZtpRBkHcaq6hHy0X98zn","I CAN'T STOP ME","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:33jypnU7WULxPaVrjj4RXH","Eyes Wide Open","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2020-10-26","https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d","1","1","205493","https://p.scdn.co/mp3-preview/db4e054b580f49bade783c8bd13160eeba311e78?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","US5TA2000134","spotify:user:andreivillaro","2025-10-08T22:19:14Z"
"spotify:track:4viLaKGdHwhW8LkZB3mRFC","I CAN'T STOP ME (English Version)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:2KGNQmq4gpzmdaIcAgJdVe","I CAN'T STOP ME (English Version)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2020-11-30","https://i.scdn.co/image/ab67616d0000b273844a4b52739db3287bd429f8","1","1","205484","https://p.scdn.co/mp3-preview/8d9f210ab21b7a43f25e2a9e0df94595a745a0ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","US5TA2000162","spotify:user:andreivillaro","2025-10-08T22:19:25Z"
"spotify:track:4AdIi71e7MCdNwy4T9VfTW","BATTITUDE (NAYEON, JEONGYEON, MOMO, MINA)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:02dUOPB3MtmV5fawzaZiq6","THIS IS FOR","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-07-11","https://i.scdn.co/image/ab67616d0000b2737f5ac389dbcaf7a8c17371e3","1","8","146666","https://p.scdn.co/mp3-preview/d4caea6d830590dc6e306d30099269dce3a5639e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","US5TA2500109","spotify:user:andreivillaro","2025-10-09T15:43:41Z"
"spotify:track:3iRoXGFrF8O0jTul6LAmus","Under Your Spell","spotify:artist:6TsAG8Ve1icEC8ydeHm3C8","Snow Strippers","spotify:album:56hrhzHAOsm5C7kSXzF4kh","April Mixtape 3","spotify:artist:6TsAG8Ve1icEC8ydeHm3C8","Snow Strippers","2023-05-05","https://i.scdn.co/image/ab67616d0000b273b046c342a6c11e3bb7c9724c","1","2","218500","https://p.scdn.co/mp3-preview/c861d6669107e70c0619daeb33ddd05018debfe5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","QM4TX2342919","spotify:user:andreivillaro","2025-10-09T17:50:45Z"
"spotify:track:0hGWmmZuKyd8sO7RCvF6rH","ME+YOU","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","1","175000","https://p.scdn.co/mp3-preview/2665d0f4e317b37791fdf63f0ab8aeac1bfd10af?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","US5TA2500302","spotify:user:andreivillaro","2025-10-10T16:15:26Z"
"spotify:track:7iCgU4gnWWpWu26kcSwtSC","MEEEEEE (NAYEON)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","2","166000","https://p.scdn.co/mp3-preview/701b36b7a6aa9a8ab061a1b9087d8666ecd5e0f4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","US5TA2500303","spotify:user:andreivillaro","2025-10-10T16:15:41Z"
"spotify:track:5AYghae06lwAtiojGNFanv","FIX A DRINK (JEONGYEON)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","3","178000","https://p.scdn.co/mp3-preview/6623e78a6f6dc44329716b738846e6689c002bd8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","US5TA2500304","spotify:user:andreivillaro","2025-10-10T16:15:41Z"
"spotify:track:4EX8N1oVFMBEUG50qUwTwp","MOVE LIKE THAT (MOMO)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","4","167000","https://p.scdn.co/mp3-preview/fa53e1f62ca2c13cce95aedd734d4bc95857e4a3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","US5TA2500305","spotify:user:andreivillaro","2025-10-10T16:15:41Z"
"spotify:track:3SjChq9Ii4bQmufRDK2ypa","DECAFFEINATED (SANA)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","5","180000","https://p.scdn.co/mp3-preview/064c34e56e71eeedc6400025389989bb16512f61?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","US5TA2500306","spotify:user:andreivillaro","2025-10-10T16:15:41Z"
"spotify:track:7angRTnu7Xopk5DV3dXivC","ATM (JIHYO)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","6","216000","https://p.scdn.co/mp3-preview/f98e4dc06fcd3856a41b3eec9d116d6004ce9615?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","US5TA2500307","spotify:user:andreivillaro","2025-10-10T16:15:41Z"
"spotify:track:2sXPV7VVNXDWSZqRdzs0Wr","STONE COLD (MINA)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","7","165000","https://p.scdn.co/mp3-preview/884732ce49f432aebee057d4d4ec7e0abee0e9b1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","US5TA2500308","spotify:user:andreivillaro","2025-10-10T16:15:41Z"
"spotify:track:3BYXAVdufZAL3NQZAqw3xR","CHESS (DAHYUN)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","8","149000","https://p.scdn.co/mp3-preview/46fe59cfb4c54e05d65eedf1888b537ed22521da?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","US5TA2500309","spotify:user:andreivillaro","2025-10-10T16:15:41Z"
"spotify:track:4QBOrUzS58mB6186LSuzUH","IN MY ROOM (CHAEYOUNG)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","9","169000","https://p.scdn.co/mp3-preview/0f0bd11ca6afe6279697173382c94005f934b2f0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","US5TA2500310","spotify:user:andreivillaro","2025-10-10T16:15:41Z"
"spotify:track:5rCAvDn41PLMMs5Zl1FjLJ","DIVE IN (TZUYU)","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","spotify:album:7zyibWit2LeHvy5h9utbfg","TEN: The Story Goes On","spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","2025-10-10","https://i.scdn.co/image/ab67616d0000b273e06d7e6502cecdd78032cd13","1","10","164000","https://p.scdn.co/mp3-preview/ef6b51faa403c49ee366fdcd0a5631e7eb2a8c83?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","US5TA2500311","spotify:user:andreivillaro","2025-10-10T16:15:41Z"
